TEMPERATURE,,·C,00010,7,6,6,8,4,6,6,7,8
TURBIDITY,TT,N.T.U.,82079,1.0,0.10,0.10,0.10,1.0,0.10,0.10,0.10,0.25
THRESHOLD ODOR, STRAIGHT,*3,T.O.N,00086,2 Moldy,2 Aowery,2 Flowery,1 Chlorinous,1 Flowery,2 Vegetable,2 Vegetable,1 Chlorinous,1 Chlorinous
THRESHOLD ODOR, DECHLORINATED,*3,T.O.N.,,2 Moldy,1 Musty,1 Musty,1 Musty,1 Musty,1 Musty,1 Musty,1 Musty,1 Musty
COLOR,*15,Pt.-Co. Units,00080,0,0,0,0,0,0,0,0,0
pH,'6.5-8.5,STD. Units,00040,8.30,7.60,7.58,7.64,8.15,7.66,7.65,7.74,7.73
FREE CHLORINE RESIDUAL,,CL 2 , mg/L,50064,ND,1.00,1.14,0.82,0.01,1.08,1.05,0.86,0.72
SATURATION INDEX, LANGELIER,,UNITS +1-,,0.01,-0.40,-0.41,-0.36,0.22,-0.35,-0.32,-0.24,-0.27
ALKALINITY, PHENOLPHTHALEIN,,0,00415,0,0,0,0,0,0,0,0,0
ALKALINITY, TOTAL,,CaC03, mg/L,00410,115,105,107,104,112,103,104,107,103
BROMIDE,,Br, mg/L,71870,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHLORIDE,*250,CI, mg/L,00940,13.9,16.2,16.4,16.4,13.4,14.6,14.6,14.7,14.6
FLUORIDE,4,F, mg/L,00951,0.06,1.02,1.03,1.03,0.13,1.00,1.07,1.07,1.05
SULFATE,*250,S04, mg/L,00945,23.3,27.5,27.5,27.8,23.3,26.2,26.2,26.1,25.9
HARDNESS,,CaC03, mg/L,00900,148,147,149,149,146,142,144,154,147
CALCIUM,,Ca, mg/L,00916,34.8,35.2,35.2,35.4,35.6,34.9,35.2,35.4,35.5
MAGNESIUM,,Mg, mg/L,00927,12.5,12.5,12.5,12.0,11.9,11.9,12.3,12.3,12.2
POTASSIUM,,K, mg/L,00937,1.36,1.60,1.48,1.55,1.78,1.17,1.34,1.47,1.39
SODIUM,,Na, mg/L,00006,7.9,8.8,8.8,9.0,7.6,7.6,7.7,7.8,7.8
SOLIDS, TOTAL DISSOLVED,*500,TDS, mg/L,00150,172,173,176,179,167,170,167,174,170
SOLIDS, TOTAL,,Tot. Sol., mg/L,00500,173,174,177,180,168,171,168,175,171
TOTAL ORGANIC CARBON,,NPOC, mg/L,00680,1.71,1.63,1.62,1.60,1.79,1.58,1.60,1.57,1.56
OXYGEN DEMAND, CHEMICAL,,0, mg/L,00335,<5,<5,<5,8.8,<5,<5,<5,11.7,6.7
NITROGEN, AMMONIA,,N, mg/L,00610,<0.03,<0.03,<0.03,<0.03,<0.03,<0.03,<0.03,<0.03,<0.03
NITROGEN, NITRATE,10,N,mg/L,00620,0.323,0.348,0.349,0.329,0.306,0.314,0.317,0.292,0.291
NITROGEN, NITRITE,1,N, mg/L,00615,<0.02,<0.02,<0.02,<0.02,<0.02,<0 .02,<0.02,<0.02,<0.02
NITROGEN, TOTAL KJELDAHL,,N, mg/L,00625,NA,NA,NA,NA,NA,NA,NA,NA,NA
ORTHOPHOSPHATE,,P04, mg/L,00660,<0.01,0.436,0.527,0.508,0.019,0.470,0.479,0.496,0.500
PHOSPHATE, TOTAL,,P04, mg/L,00650,0.02,1.07,1.25,1.23,0.01,1.09,0.96,1.05,1.10
CYANIDE, TOTAL,200,CN, ug/L,00720,<5,<5,<5,<5,<5,<5,<5,<5,<5
RADIOACTIVITY, GROSS ALPHA,15,pCi/L,01501,<1,<1,<1,1.2,<1,<1,<1,<1,1.2
RADIOACTIVITY, GROSS BETA,50,pCilL,03501,4.3,4.5,4.1,4.3,4.4,3.8,4.1,4.9,5.3
ALUMINUM·"),*50-200,AI.1J9/L,01105,106,66.1,44.2,31.8,24.6,45.8,45.3,39.4,40.9
ANTIMONY,6,Sb.lJg/L,01268,<1,<1,<1,<1,<1,<1,<1,<1,<1
ARSENIC,10,AS.1J9/L,01002,<1 .3,<1 .3,<1 .3,<1.3,<1.3,<1 .3,<1.3,<1.3,<1.3
BARIUM,2000,Ba. lJg/L,01007,21 .2,20.3,20.3,19.4,20 .5,20.4,20.3,19.8,20.0
BERYLLIUM,4,Be.lJg/L,01012,<1,<1,<1,<1,<1,<1,<1,<1,<1
BORON,,B.1J9/L,01022,24.1,20.3,24.3,21.1,15.0,14.3,16.1,17.5,23.2
CADMIUM,5,Cd.1J91L,01027,<1,<1,<1,<1,<1,<1,<1,<1,<1
CHROMIUM,100,Cr. 1J9/L,01034,7.72,7.91,6.82,7.50,7.48,6.93,7.33,7.52,6.14
COBALT,,CO. lJg/L,01037,<1,<1,<1,<1,<1,<1,<1,<1,<1
COPPER,"1300,CU.1J9/L,01042,<1,<1,<1,<1,<1,<1,<1,<1,<1
IRON,'300,Fe.lJg/L,00031,32.2,<4,<4,4.1,20.8,<4,<4,4.0,66.2
LEAD,"15.0,Pb.lJg/L,01051,<1,<1,<1,<1,<1,<1,<1,<1,<1
LITHIUM,,Li. 1J9/L,01132,2.9,3.1,2.8,2.5,2.7,3.2,2.8,2.7,3.3
MANGANESE,'50,Mn.1J9/L,01055,<1,<1,<1,<1,<1,<1,<1,<1,1.52
MERCURY,2,Hg.1J9/L,71900,<0.2,<0.2,<0.2,<0.2,<0.2,<0.2,<0.2,<0.2,<0.2
MOLYBDENUM,,Mo. 1J9/L,01062,<1.0,<1.0,<1 .0,<1.0,<1.0,<1.0,<1.0,<1 .0,<1.0
NICKEL,,Ni.1J9/L,01067,1.19,1.24,1.80,1.25,1.17,1.12,1.17,1.13,1.20
SELENIUM,50,Se.lJg/L,01147,<2.0,<2.0,<2.0,<2.0,<2.0,<2.0,<2 .0,<2.0,<2.0
SILICON,,Si. 1J9/L,01142,1007,1161,1143,1142,967,1136,1118,1136,1140
SILVER,'100,Ag. 1J9/L,01077,<0.2,<0.2,<0.2,<0.2,<0.2,<0.2,<0 .2,<0 .2,<0.2
STRONTIUM,,Sr. 1J9/L,01082,123,125,123,119,119,118,121,119,120
THALLIUM,2,TI.lJg/L,01059,<1,<1,<1,<1,<1,<1,<1,<1,<1
TITANIUM,,Ti.1J9/L,01152,<5,<5,<5,<5,<5,<5,<5,<5,<5
VANADIUM,,V.1J9/L,00985,<12,<12,<12,<12,<12,<12,<12,<12,<12
ZINC,'5000,Zn.lJg/L,01092,<4,<4,<4,13.7,<4,<4,<4,28.3,20.2
